conm,cusip,cusip9digit,gvkey,id1,loc,ticker
ALPS ETF VLCTYSHRS RUS SELCT,00162Q83,00162Q833,17683,947,USA,RUDR
ALPS REIT DIVIDEND DOGS ETF,00162Q10,00162Q106,180032,952,USA,RDOG
ALPS ETF VLCTYSHRS EMG MKTS,00162Q84,00162Q841,17682,946,USA,EMDR
ALPS EQUAL SECTOR WEIGHT ETF,00162Q20,00162Q205,183222,944,USA,EQL
ALPS DISRUPTIVE TECHNLG ETF,00162Q47,00162Q478,32890,941,USA,DTEC
ALPS INTL SECTOR DIV DOGS,00162Q71,00162Q718,18252,949,USA,IDOG
ALPS EMERG SECTOR DIV DOGS,00162Q66,00162Q668,20098,942,USA,EDOG
ALPS SECTOR DIVIDEND DOGS,00162Q85,00162Q858,12033,954,USA,SDOG
ALPS SECTOR LEADERS ETF,00162Q57,00162Q577,24956,955,USA,SLDR
ALPS JEFF TR/J WILDCATTERS,00162Q80,00162Q809,184164,950,USA,WCAT
ALPS SECTOR LOW VOLTY ETF,00162Q56,00162Q569,24952,956,USA,SLOW
ALPS MEDICAL BREAKTHROUGHS,00162Q59,00162Q593,22696,951,USA,SBIO
ALPS RIVERFRONT STRAT INC FD,00162Q78,00162Q783,18886,953,USA,RIGS
ALPS TR/J CRB GLOBAL AGRICULTR,00162Q40,00162Q403,183751,958,USA,CRBA
ALPS U S EQUITY HI VLTY PUT,00162Q73,00162Q734,17437,960,USA,HVPW
ALPS/DORSEY WRGHT SCTR MMNTM,00162Q48,00162Q486,29770,962,USA,SWIN
ALPS TR/J CRB GLOBAL IND METALS,00162Q60,00162Q601,183752,959,USA,CRBI
ALPS/GS MB GROWTH MKT EQ &T,00162Q77,00162Q775,16768,964,USA,GSGO
ALPS/GS MB ASIA X-JP EQ & TR,00162Q75,00162Q759,16772,963,USA,GSAX
ALTEON WEBSYSTEMS INC,02145A10,02145A109,124174,979,USA,ATON.
ALTA HEALTH STRATEGIES INC,02127410,021274105,23589,973,USA,AHSI.
ALTAI INC,02136210,021362108,12489,976,USA,ALTI.
ALPS WORKPLACE EQUALITY PRTF,00162Q65,00162Q650,19866,961,USA,EQLT
ALPS STOXX EUROPE 600 ETF,00162Q63,00162Q635,22078,957,USA,STXX
ALR TECHNOLOGIES INC,00163010,001630102,116903,967,USA,ALRT
ALPS/GS RSK-ADJ RET US LG CP,00162Q74,00162Q742,16773,966,USA,GSRA
ALTHEADX INC -REDH,02147710,021477104,22664,991,USA,IDGX
ALTA ENERGY CORP,02127030,021270301,20063,971,USA,ALE.2
ALTEROLA BIOTECH INC,02152V10,02152V103,182621,986,USA,ABTI
AM GENERAL CORP,00170293,001702935,63547,1011,USA,9478B
AMALGAMATED AUTOMOTIVE INDS,02265910,022659106,1361,1013,USA,7564B
AMALGAMATED BK NEW YORK N Y,02266310,022663108,33625,1014,USA,AMAL
ALPS/GS MB MULTI-ASST INDX,00162Q76,00162Q767,16770,965,USA,GSMA
ALTERNATIVE INVESTMENT CORP,02155W20,02155W207,180194,983,USA,AIKO
ALTERNATIVE DISTRIBUTORS CP,02145G10,02145G106,9784,982,USA,3ADTBE
AMAX INC,02312710,023127103,1365,1022,USA,AMX.2
ALZHEON INC -REDH,00168L10,00168L101,33296,1009,USA,ALZH
AMBIENT WATER CORP,02319A10,02319A109,12988,1040,USA,AWGI
