conm,cusip,cusip9digit,gvkey,id1,loc,ticker
ALPS RIVERFRONT STRAT INC FD,00162Q78,00162Q783,18886,953,USA,RIGS
ALPS REIT DIVIDEND DOGS ETF,00162Q10,00162Q106,180032,952,USA,RDOG
ALPS/GS MB MULTI-ASST INDX,00162Q76,00162Q767,16770,965,USA,GSMA
ALPS U S EQUITY HI VLTY PUT,00162Q73,00162Q734,17437,960,USA,HVPW
ALPS TR/J CRB GLOBAL IND METALS,00162Q60,00162Q601,183752,959,USA,CRBI
ALTERNATIVE DISTRIBUTORS CP,02145G10,02145G106,9784,982,USA,3ADTBE
ALPS/GS RSK-ADJ RET US LG CP,00162Q74,00162Q742,16773,966,USA,GSRA
ALTAI INC,02136210,021362108,12489,976,USA,ALTI.
ALTERNATE MARKETING NETWORKS,02145P10,02145P106,61330,981,USA,ALTM.1
ALTHEADX INC -REDH,02147710,021477104,22664,991,USA,IDGX
ALZHEON INC -REDH,00168L10,00168L101,33296,1009,USA,ALZH
AMB FINANCIAL CORP,00198410,001984103,62527,1024,USA,AMFC
AMAX INC,02312710,023127103,1365,1022,USA,AMX.2
AMALGAMATED BK NEW YORK N Y,02266310,022663108,33625,1014,USA,AMAL
AMALGAMATED AUTOMOTIVE INDS,02265910,022659106,1361,1013,USA,7564B
AMBRX INC-REDH,02337M10,02337M101,20493,1042,USA,AMBX
AMBASSADORS INTERNATIONL INC,02317820,023178205,61121,1035,USA,AMIEQ
AMEDORE HOMES INC,02343A10,02343A109,141279,1062,USA,AHS.2
AMDOCS AUTOMATIC COM EXCH,02342R20,02342R202,121133,1058,USA,AAE.3
AMBULATORY MEDICAL CARE INC,02336510,023365109,1370,1043,USA,AMED.
AMDOCS,G0260210,G02602103,111880,1057,USA,DOX
AMER AIRCARRIERS SUPPORT INC,02375810,023758105,110759,1067,USA,AIRSQ
AMER MEDICAL ELECTRONICS INC,02742510,027425107,12447,1081,USA,AMEI.
AMER CONSUMER PRODUCTS INC,02523610,025236100,12651,1072,USA,ACPI.
AMER AMMO,02399X10,02399X102,143849,1068,USA,0238B
AMER INSURED MTG INVS  -LP,02686210,026862102,12070,1079,USA,AIA.2
AMER 1ST FINL FD 1987 LTD PT,02391310,023913106,16644,1066,USA,3AFFFZ
AMER TRANSPRT TV NETWORK INC,03028R10,03028R102,15139,1085,USA,3ATTNF
AMERICA ONLNE LTN AMR  -CL A,02365B10,02365B100,138481,1103,USA,AOLAQ
AMERICA FIRST APT INVESTORS,02363X10,02363X104,16642,1097,USA,APRO.
AMERICA FIRST REIT INC,02364E10,02364E105,28274,1099,USA,AFR.1
AMERECO,02360N10,02360N109,8110,1089,USA,AMEO
AMERICA FST PART PFD EQUITY,02364110,023641103,16640,1101,USA,AFPFZ
AMERICA FIRST REIT PRTNER LP,02364Y10,02364Y101,142023,1100,USA,AFREZ
AMERIBANC INVESTORS GROUP,02362210,023622103,16638,1096,USA,AINVS
AMER FINANCL ENTERPRISES INC,02608910,026089102,19961,1074,USA,AFE.1
AMER BLDRS & CNTRCTR SUPPLY,02474793,024747933,145972,1070,USA,0144B
AMERICAN AIRCRAFT CORP,02376230,023762305,13768,1109,USA,3AARC
AMER RESOURCES & DEVLPMNT CO,02891210,028912103,21695,1083,USA,ADCO
AMERICAN ASSET MGMT CORP,02401030,024010308,23971,1116,USA,AAMC.
AMERICAN BANK CT WATERBURY,02432710,024327108,14195,1124,USA,BKC.1
AMERICAN BANCORP NJ INC,02407E10,02407E104,155073,1120,USA,ABNJ
AMERICAN ATLAS RESOURCES CP,02402810,024028102,11369,1118,USA,6259B
AMERICAN BANCORP/NV,02407310,024073108,20208,1121,USA,ABCN
AMERICAN BANK INC/PA,02434310,024343105,137370,1125,USA,AMBK
AMERICAN AMMUNITION/CA,02382620,023826209,148008,1112,USA,AAMUQ
AMERICAN ADJ RATE TRM TR INC,02368Q10,02368Q104,25725,1108,USA,EDJ
AMER STRATEGIC INCM PTFL II,03009910,030099105,25597,1084,USA,BSP
AMERICAN BK NT HOLOGRAPHICS,02437710,024377103,112401,1132,USA,3ABHH
AMERICAN BUSINESS BANK/CA,02475L10,02475L105,121073,1134,USA,AMBZ
AMERICAN BIODYNE INC,02461P10,02461P102,24290,1130,USA,ABDN
AMERICAN CAPITAL HOLDINGS,02501210,025012105,10934,1138,USA,3AICH.
AMERICAN CAPITAL CORP,02489810,024898108,1416,1137,USA,ACCN
AMERICAN BUSINESS PRODS/GA,02476310,024763104,1411,1135,USA,ABP.2
AMERICAN CAPITAL SR FLTG LTD,02504D10,02504D108,19545,1140,USA,ACSF
AMERICAN CENT DIV MUN BD ETF,02507250,025072505,34120,1143,USA,TAXF
AMERICAN COIN MERCHNDSNG INC,02516B10,02516B108,61421,1148,USA,AMCN.1
AMERICAN CENTRY DIV CORP ETF,02507210,025072109,32943,1144,USA,KORP
AMERICAN COML LINES LLC,02519893,025198938,147568,1149,USA,0212B
AMERICAN CUSTOMER SATISF ETF,26922A77,26922A776,28818,1161,USA,ACSI
AMERICAN EDUCATION CORP,02553P20,02553P200,24478,1171,USA,AECC
AMERICAN EDUCATIONAL PRODUCT,02553T20,02553T202,21252,1172,USA,AMEP.1
AMERICAN CMNTY BANCSHARES,02520W10,02520W106,119813,1147,USA,ACBA
AMERICAN FAMILY FINL SVCS,02587400,025874009,1450,1182,USA,2551A
AMERICAN FAMILY INS GROUP,02599X93,02599X936,122954,1183,USA,9769B
AMERICAN CONSOLIDATED LABS,86272010,862720109,14248,1157,USA,STBV
AMERICAN COMPLEX CARE INC,02520730,025207309,18791,1155,USA,3ACPXE
AMERICAN CONSOLIDATED GROWTH,02522720,025227208,12779,1156,USA,AMGC.
AMERICAN COMMUN & TV,02520120,025201203,1422,1152,USA,3ASTV.
AMERICAN FSB GREENVILLE SC,02589310,025893108,17361,1194,USA,AMFB
AMERICAN FRUCTOSE  -CL A,02629620,026296202,1462,1193,USA,AFC.A
AMERICAN ELECTR COMPONENTS,02556210,025562109,30334,1173,USA,AECI
AMERICAN GVT INCOME FD,02591710,025917105,15141,1201,USA,AGF.1
AMERICAN GVT INCOME PORTFOL,02591910,025919101,15369,1202,USA,AAF.
AMERICAN HEALTHCHOICE INC,02592920,025929209,62073,1206,USA,AMHI
AMERICAN GVT TERM TR,02592010,025920109,15370,1203,USA,9495B
AMERICAN FUEL CORP,02629R10,02629R107,31569,1195,USA,COAL
AMERICAN FUNERAL SVCS CORP,02630210,026302109,25233,1196,USA,AMFS
AMERICAN INTERNATIONAL INDS,02686Y30,02686Y300,66149,1220,USA,AMIN
AMERICAN INDTY FINL CORP,02675910,026759100,16647,1218,USA,AIFC
AMERICAN INCOME HOLDING INC,02672810,026728105,25001,1215,USA,AIH.1
AMERICAN HOME SHIELD,02663200,026632000,1479,1210,USA,SVM1
AMERICAN HERITAGE LIFE INVS,02652210,026522102,1474,1208,USA,AHL.2
AMERICAN LEISURE HOLDINGS -OLD,02799E93,02799E936,147087,1227,USA,AMLH.1
AMERICAN MEDIA INC  -CL A,02744L10,02744L100,24317,1237,USA,ENQ.1
AMERICAN MEDCARE CORP,02741410,027414101,1504,1236,USA,3HLDFV
AMERICAN MEDICAL RESPONSE,02744610,027446103,25611,1241,USA,EMT.1
AMERICAN MEDICAL SYSTMS HLDS,02744M10,02744M108,138741,1243,USA,AMMD
AMERICAN MED LABRTRS  -REDH,02744W10,02744W106,146191,1235,USA,AMJ.1
AMERICAN MATLS & TECH CORP,02739710,027397108,63187,1234,USA,AMTK.
AMERICAN MAIZE-PRODS  -CL A,02733920,027339209,1498,1232,USA,AZE.A
AMERICAN MIDSTREAM PRT -OLD,02799D93,02799D938,186845,1246,USA,AMID.1
AMERICAN MIDSTREAM PTNRS LP,02752P10,02752P100,33700,1247,USA,AMID
AMERICAN MILLENIUM CORP,02753010,027530104,4359,1248,USA,AMCI.1
AMERICAN MUN TERM TR INC II,02765310,027653104,24487,1255,USA,3ANML.
AMERICAN MOLD GUARD INC,02756R10,02756R102,166437,1250,USA,AMGI
AMERICAN MUN TERM TR INC III,02765410,027654102,25939,1256,USA,CXT.1
AMERICAN NETWORK GROUP INC,02861630,028616308,15177,1263,USA,3AMNT.
AMERICAN MOBILE SYS,02755950,027559509,1513,1249,USA,AMSE.
AMERICAN NURSERY PRODS INC,02868910,028689107,12750,1265,USA,3ANSY
AMERICAN PACIFIC BANK  -CL B,02837P30,02837P307,21166,1269,USA,AMPB
AMERICAN OPPORTUNITY INCM FD,02872710,028727105,16503,1268,USA,OIF
AMERICAN PRECISION INDS,02906910,029069101,1542,1280,USA,APR.
AMERICAN PHYSICIANS SVC GP,02888210,028882108,1539,1275,USA,AMPH.1
AMERICAN MORTGAGE & INVT CO,02756420,027564202,1515,1251,USA,2265B
AMERICAN REALTY CAP HLTHCR,02917R10,02917R108,20136,1285,USA,HCT
AMERICAN RECREATION CO HOLDINGS,02890710,028907103,29440,1289,USA,AMRE.1
AMERICAN RESIDENTIAL HOLDING CP,02926R10,02926R107,25657,1292,USA,AMRS.
AMERICAN RESIDENTIAL PPTYS,02927E30,02927E303,12006,1293,USA,ARPI
AMERICAN MUN INCOME PTFL INC,02764910,027649102,28457,1253,USA,XAA
AMERICAN MUN TERM TR INC,02765210,027652106,23765,1254,USA,AXT.1
AMERICAN PHARMACEUTICAL CO,02886610,028866101,28747,1273,USA,3APHRE
AMERICAN RESTAURANT PRTNS-LP,02931620,029316205,14267,1297,USA,ICTPU
AMERICAN SEAFOODS CORP-REDH,02944620,029446200,154253,1307,USA,SEA.1
AMERICAN SAVINGS BANK-NY,02940410,029404100,14488,1305,USA,7565B
AMERICAN RIVIERA BANK,02932A10,02932A106,175449,1302,USA,ARBV
AMERICAN SELECT PORTFOLIO,02957010,029570108,28843,1309,USA,SLA
AMERICAN SHIP BUILDING CO,02960910,029609104,1560,1311,USA,3ASBG
AMERICAN STEEL & WIRE CORP,03004110,030041107,14887,1322,USA,RODS
AMERICAN STUDIOS INC,03010210,030102107,25732,1324,USA,AMST.
AMERICAN SPORTS ADVIS,02990120,029901204,1569,1316,USA,3PIKS
AMERICAN SURGERY CENTERS CP,03011410,030114102,1575,1326,USA,3SRGY
AMERICAN SVGS/FL FSB,02941H30,02941H308,1553,1327,USA,ASFL
AMERICAN URANIUM MINING INC,03036510,030365100,30883,1338,USA,AUMN.1
AMERICAN VANTAGE COMPANIES,03037B10,03037B106,1444,1340,USA,AVCS
AMERICAN TV & COMMUN  -CL A,03018710,030187108,12793,1337,USA,ATCMA
AMERICAN TIRE DISTRBTR HOLDINGS,03099S00,03099S005,145472,1333,USA,0079A
AMERICAN SW FINL CORP,02970710,029707106,12601,1328,USA,4299B
AMERICANA DISTRIBUTION INC,03055610,030556104,123796,1350,USA,ADBN
AMERICAN WIRELESS SYS INC,03050520,030505200,17109,1348,USA,3AWST
AMERICAS INCOME TR INC,03060Q10,03060Q103,29615,1358,USA,XUS
AMERICARE HEALTH SCAN INC,03060C10,03060C104,22773,1355,USA,AMIT
AMERICAS POWER PARTNERS INC,03061A10,03061A107,128538,1359,USA,APPN.1
AMERICAS GROWTH FUND INC,03060F10,03060F107,30631,1357,USA,3AGROE
AMERICANA GLD&DIAMOND HOLDINGS,60272810,602728107,29603,1351,USA,MCIO
AMERICUS MANAGEMENT CORP,03068710,030687107,7427,1368,USA,3ANGR
AMERICONNECT INC,03060D10,03060D102,15849,1367,USA,3AMCT.1
AMERICHOICE CORP  -REDH,03062M20,03062M209,147851,1362,USA,AMCH
AMERIDATA TECHNOLOGIES INC,03069V10,03069V103,24639,1369,USA,ADA..
AMERIFED FINANCIAL CORP,03070A10,03070A106,24534,1370,USA,AFFC
AMERICASBANK CORP,03061G30,03061G302,105369,1360,USA,AMAB
AMERIHEALTH INC/DE,03091210,030912109,1597,1373,USA,AHH.
AMERIPAGE INC,03070U10,03070U102,21705,1378,USA,AMPG.
AMERIQUEST INC -REDH,03077T10,03077T108,26505,1381,USA,AMQ
AMERISCRIBE CORP,03094810,030948103,13216,1386,USA,ACR.2
AMERIRESOURCE TECHNLGIES INC,03072A50,03072A500,24451,1383,USA,ARIOQ
AMERISTOCK/RYAN 10 YEAR TREA,03077A40,03077A406,177819,1394,USA,GKD
AMERISTOCK/RYAN 1 YEAR TREAS,03077A10,03077A109,177816,1393,USA,GKA
AMERISTOCK/RYAN 2 YEAR TREAS,03077A20,03077A208,177820,1395,USA,GKB
AMERISTOCK/RYAN 5 YEAR TREAS,03077A30,03077A307,177818,1397,USA,GKC
AMERN ADJ RT TRM TR INC 1995,02368L10,02368L105,21129,1404,USA,ADJ.1
AMERISTAR INTL HOLDINGS CP,03072N10,03072N106,6064,1391,USA,AIHC
AMERISTOCK/RYAN 20 YEAR TREA,03077A50,03077A505,177817,1396,USA,GKE
AMERN STRATEGIC INCM PTL III,03009T10,03009T101,27947,1416,USA,CSP
AMERN PETROLEUM TNK PRT-REDH,02899T93,02899T932,19041,1413,USA,JAT
AMERN STRATEGIC INCM PTF INC,03009810,030098107,24805,1415,USA,ASP
AMERN ADJ RT TRM TR INC 1996,02368M10,02368M103,23124,1405,USA,BDJ.2
AMERN ADJ RT TRM TR INC 1997,02368N10,02368N101,24305,1406,USA,CDJ
AMERN NORTEL COMMUNICATIONS,02864L10,02864L104,25287,1412,USA,3ARTME
AMERN ADJ RT TRM TR INC 1998,02368P10,02368P106,24864,1407,USA,DDJ
AMERN NATL SVGS BK FSB/MD,02860K10,02860K100,29110,1411,USA,ANBK.
AMERN ARCHITECTURAL PDS CORP,02385710,023857105,21332,1408,USA,3AAPCE
AMERN SAFETY CLOSURE,02935140,029351400,12829,1414,USA,CLOS
AMES DEPT STORES INC,03078950,030789507,1594,1419,USA,AMESQ
AMMO INC -OLD,00199K93,00199K932,65472,1438,USA,POWW.1
AMITY BANCSHARES INC,03157H10,03157H107,24811,1433,USA,AMBS.
AMOSKEAG CO,03182510,031825102,13231,1445,USA,AMOS
AMPLIFY BLCKSWN GTH & TC ETF,03210888,032108888,35584,1455,USA,SWAN
AMPLIFY ADVANCED BATTERY MET,03210880,032108805,33620,1454,USA,BATT
AMPLIFY EASI TACTICL GRO ETF,03210870,032108706,33663,1457,USA,EASI
AMPLIFY CWP ENHANCED DV INCM,03210840,032108409,29510,1456,USA,DIVO
AMOCO CO,03190400,031904006,15257,1443,USA,AN1
AMFED FINANCIAL INC,03114410,031144108,25947,1425,USA,AMFF
AMPLIFY HIGH INCOME ETF,03210884,032108847,11735,1459,USA,YYY
AMPLIFY YIELDSHS SENIOR LN,03210830,032108300,28198,1466,USA,YESR
AMRCN CENT QLTY DIV INTL ETF,02507240,025072406,34121,1470,USA,QINT
AMPLIFY INTL ONLINE RETL ETF,03210887,032108870,34737,1460,USA,XBUY
AMPACE CORP,03200710,032007106,31543,1447,USA,3PACEE
AMRCN CENT STOXX US QLTY ETF,02507230,025072307,34122,1471,USA,QGRO
AMPLIFY TRNSFRMTNL DT SH ETF,03210860,032108607,32952,1465,USA,BLOK
AMPLIFY ONLINE RETAIL ETF,03210810,032108102,27204,1462,USA,IBUY
AMPLIFY SEYMOUR CANNABIS ETF,03210885,032108854,35496,1463,USA,CNBS
AMPLIFY LENDI CRWDFUDING ETF,03210886,032108862,35193,1461,USA,LEND
AMPLIFY YLDSHR OL MLP IN ETF,03210850,032108508,31584,1467,USA,AMLX
AMSCO INTERNATIONAL INC,03216110,032161101,23787,1480,USA,ASZ.1
AMTRUST CAPITAL CORP,03235B10,03235B106,31651,1487,USA,3ATSB
AMRCN CNTRY STOXX US VAL ETF,02507220,025072208,32944,1472,USA,VALQ
AMWINS GROUP INC -REDH,03192110,031921109,176671,1491,USA,AGI.2
ANDEAVOR,03349M10,03349M105,10466,1525,USA,ANDV
ANDATCO INC  -CL A,03349010,033490103,5846,1524,USA,3ANDA
ANDA NETWORKS INC,03399X93,03399X936,141463,1521,USA,ANDA.1
ANDES GOLD CORP,03419720,034197202,62134,1528,USA,AGCZ
ANDRX CORP-CONSOLIDATED,03499Z91,03499Z914,143992,1537,USA,ANDX.CM
ANGELCITI ENTERTAINMENT INC,03462X40,03462X409,150439,1544,USA,AGCI
ANGELES CORP,03462440,034624403,1654,1545,USA,ANGC
ANGION BIOMEDICA CORP-REDH,34799R93,34799R930,20307,1552,USA,ANGN
ANFIELD CAPITAL DRFD ATV ETF,90213U11,90213U115,32495,1542,USA,DALT
ANGHEL LABORATORIES,03475L10,03475L103,9420,1548,USA,3ANGH
ANFIELD UNIVRSL FXD INCM ETF,90214Q76,90214Q766,34153,1543,USA,AFIF
ANNANDALE CORP,03571210,035712108,1667,1565,USA,ANNAE
ANNAPOLIS BANCSHARES INC,03574510,035745108,29863,1567,USA,ANNB.
ANNAS LINEN CO-REDH,03599Y93,03599Y932,163928,1568,USA,ANNA
ANSCOTT INDUSTRIES INC,03634010,036340107,107220,1573,USA,ASCT
ANTARES RESOURCES CORP,03664440,036644409,30895,1578,USA,ANRR
ANTERIOS INC  -REDH,03675F10,03675F104,23539,1582,USA,ANTE.1
ANTHEM INSURANCE,03673493,036734937,133604,1590,USA,9916B
APACHE DESIGN SOLUTIONS-REDH,03799W93,03799W934,186716,1603,USA,APAD
AOI COAL CO,00183210,001832104,12155,1598,USA,3AOIC
APBIOTECH INC,03799X93,03799X932,142385,1605,USA,APBI
ANTEX BIOLOGICS INC,03672W30,03672W308,26020,1587,USA,ANXB
ANTHEM ELECTRONICS INC,03673210,036732105,1675,1588,USA,ATM.1
APL CORP,00202410,002024107,1058,1615,USA,4328B
APPALACHIAN OIL & GAS CO INC,03772520,037725207,12508,1636,USA,3AOGAE
APOLLO INTL DEL INC,03761310,037613106,65067,1627,USA,AIOD
APOLLO SENIOR FLOATING RT FD,03763610,037636107,186556,1633,USA,AFT
APOLLO TACTICAL INCOME FUND,03763810,037638103,17411,1634,USA,AIF
APOLLO GRP UNIV PHOENIX ONLN,03760420,037604204,140261,1626,USA,UOPX
APOLLO RESOURCES INTL INC,03762210,037622107,107523,1632,USA,AOOR
APOLLO EYE GROUP INC,03760B10,03760B109,29691,1624,USA,APEY
APPAREL TECHNOLOGIES INC,03779710,037797107,29884,1639,USA,APTX.1
APPLETREE COMPANIES INC,03814E30,03814E307,24903,1651,USA,ATREQ
APPLEWOODS INC,03814C20,03814C202,62641,1652,USA,APWD
APPDYNAMICS INC-REDH,03780P10,03780P104,29630,1640,USA,APPD
APPIAN TECHNOLOGY INC,03792810,037928108,11695,1643,USA,APPG.
APPLIED IMMUNE SCIENCES/DE,03820F10,03820F108,23979,1666,USA,AISX
APPLIED MEDICAL CORP  -REDH,03899O94,03899O949,170683,1672,USA,6197B
APPLIED PRECISION INC -REDH,03823D10,03823D100,175403,1680,USA,APLI.1
APPLIED MACHINING TECH INC,03820810,038208104,6879,1669,USA,3APMHE
APPLIED MOLEC TRAN INC -REDH,03824M10,03824M109,36496,1676,USA,ATMI
APPLIED SCIENCE PRODUCTS INC,03824D10,03824D109,146738,1682,USA,APLD
APPLIED SOLAR ENERGY CORP,03823910,038239109,1707,1684,USA,SOLR.2
APS HEALTHCARE INC,00199X93,00199X934,142466,1702,USA,APSH
APPOINT TECHNOLOGIES INC,03831710,038317103,9997,1691,USA,3APNGE
APROGENEX INC,03833310,038333100,29009,1700,USA,APGX
APRISMA MGMT TECHNOLOGS-REDH,03833K10,03833K102,147304,1699,USA,APRM.
APTUS DEFINED RISK ETF,26922A38,26922A388,33974,1711,USA,DRSK
APTUS COLLARED INM OPPO ETF,26922A22,26922A222,35446,1710,USA,ACIO
APS HOLDING CORP  -CL A,00193710,001937101,24400,1703,USA,APSI.
AQUAGENIX INC,03838R10,03838R102,30661,1722,USA,AQUX
AQUA CARE SYSTEMS INC,03837330,038373304,28996,1717,USA,AQCR
AQUACELL TECHNOLOGIES INC,03840N10,03840N107,141577,1720,USA,AQUA.1
APTUS DRAWDOWN MANAGED EQUTY,26922A78,26922A784,27475,1712,USA,ADME
APTUS FORTIFIED VALUE ETF,26922A61,26922A610,32659,1713,USA,FTVA
APTALIS HOLDINGS INC  -REDH,03899L93,03899L937,19424,1705,USA,APTA
AQUANATURAL CO,03838P10,03838P106,25962,1725,USA,3AQQAE
AQUASCIENCES INTL INC,03838L10,03838L105,12461,1731,USA,AQSIC
ARAMARK CORP  -CL B,00203493,002034932,14097,1742,USA,4774B
ARAMED INC,03852510,038525101,25144,1743,USA,ARAM
AQUILA INC-OLD,03840J10,03840J106,143318,1736,USA,ILA.1
ARADYME CORP,03850Y10,03850Y100,146201,1739,USA,ADYE
AQUAPENN SPRING WATER INC,03838X10,03838X109,66391,1728,USA,APN.3
AQUAPRO CORP,03794010,037940103,66482,1729,USA,AQRO
ARCADIAN PARTNERS LP  -PREF,03923010,039230107,25190,1764,USA,UAN.1
ARCHIVE CORP,03957510,039575105,1724,1774,USA,ACHV.1
ARCHSTONE INC-REDH,03999V93,03999V934,8787,1779,USA,ASN
ARCHSTONE INC  -OLD,03999X91,03999X914,13720,1778,USA,ASN.2
ARBORGEN INC  -REDH,03878Q10,03878Q105,186608,1753,USA,ARBR
ARDEN GROUP INC  -CL A,03976210,039762109,1728,1795,USA,ARDNA
ARCUS INC,03968E10,03968E103,20911,1791,USA,ARKS
ARDENT HEALTH PARTNER -REDH,03999F93,03999F939,34526,1800,USA,ARDT
ARDEN INTL KITCHEN INC,03978210,039782107,1729,1797,USA,AIKI.1
ARDEN INDUSTRIAL PRODS INC,03978010,039780101,29754,1796,USA,AFAS
ARCSOFT INC-REDH,03999Y95,03999Y953,161112,1786,USA,ARCT.1
ARBOR NATIONAL HOLDINGS INC,03876110,038761102,25630,1750,USA,ARBH
ARCTIC ALASKA FISHERIES,03966810,039668108,14455,1787,USA,ICE.2
ARGENT CAPITAL CORP,03992110,039921101,26884,1814,USA,ACCT
ARGONAUT GOLD INC,04016A10,04016A101,178384,1817,USA,ARNGF
ARES DYNAMIC CREDIT ALLOC FD,04014F10,04014F102,16530,1808,USA,ARDC
ARGENTINA FUND INC,04011210,040112104,24540,1815,USA,AF.1
ARGENT BANK/LA,04010A10,04010A107,25696,1813,USA,AGB.1
ARES MULTI-STRATEGY CR FUND,04014Q10,04014Q108,19038,1810,USA,ARMF
ARIOSA DIAGNOSTICS INC-REDH,04099D93,04099D931,20080,1832,USA,AROS
ARIMETCO INTL INC,04039L10,04039L100,22793,1831,USA,3522B
ARISTOTLE INTL INC,04044K10,04044K105,140907,1840,USA,VOTE
ARIX CORP,04045310,040453102,14888,1841,USA,8578B
ARK GENOMIC REV MULTI-SECTOR,00214Q30,00214Q302,22077,1846,USA,ARKG
ARK FINTECH INNOVATION ETF,00214Q70,00214Q708,34763,1845,USA,ARKF
ARKANSAS ELECTRIC COOP CORP,04099Y93,04099Y935,24947,1852,USA,7398B
ARK IRL INNVTIVE TCHNLGY ETF,00214Q60,00214Q609,32786,1849,USA,IZRL
ARK INNOVATION ETF,00214Q10,00214Q104,22076,1848,USA,ARKK
ARK 3D PRINTING ETF,00214Q50,00214Q500,27702,1844,USA,PRNT
ARK WEB X.0 ETF,00214Q40,00214Q401,21863,1851,USA,ARKW
ARIZONA INSTRUMENT CORP,04090320,040903205,8880,1842,USA,AZIC
ARMADA CORP,04208310,042083105,1753,1859,USA,3AMDA
ARK INDL INNOVATION ETF,00214Q20,00214Q203,21862,1847,USA,ARKQ
ARMADA WATER ASSETS -REDH,04216120,042161208,21011,1861,USA,AWA
ARMSTRONG RESOURCE PRTN-REDH,04299R93,04299R938,190579,1878,USA,ARPS
ARMSTRONG PHARMACEUTICALS,04244910,042449108,20899,1877,USA,ATPH
ARROW DOGS OF THE WORLD ETF,04276569,042765693,32903,1890,USA,DOGS
ARROW DOW JONES GLBL YLD ETF,04273H10,04273H104,1352,1891,USA,GYLD
ARROW DWA COUNTRY ROTATN ETF,04276568,042765685,32891,1892,USA,DWCR
ARROW INV TR - ARROWSHA,04276571,042765719,30762,1896,USA,ARCM
AROG PHARMACEUTICALS  -REDH,04299F93,04299F934,34220,1883,USA,AROG
ARROW INV TR DWA TACTICL ETF,04276579,042765792,21870,1897,USA,DWAT
ARTERIAL VASCULAR ENGR INC,04301310,043013101,62572,1914,USA,AVEI
ARTEMIS US CAPITAL APPREC FD,04301X10,04301X105,186746,1913,USA,AUF.UN
ARROW QVM EQUITY FACTOR ETF,04276578,042765784,23187,1899,USA,QVM
ASA GOLD AND PRECIOUS METALS,G3156P10,G3156P103,1062,1936,USA,ASA
ARTEL COMMUNICATIONS CORP,04300910,043009109,1779,1909,USA,AXXX
ARROW RESOURCES DEVLPMT INC,04276R10,04276R109,12466,1900,USA,ARWD
ASB FINANCIAL CORP,00205P20,00205P206,31789,1945,USA,ASBN
ASB HAWAII INC -SPN,00215C10,00215C104,25425,1946,USA,ASBH.WI
ASCEND ACQUISITION CORP-OLD2,04399S93,04399S935,170834,1949,USA,ASCQ.2
ARROWPOINT COMMUNICATION INC,04281010,042810101,133524,1903,USA,ARPT
ASALLIANCES BIOFUELS -REDH,04393Y93,04393Y938,176352,1940,USA,ASAB.
ASI LIQUIDATING CORP,00210S10,00210S104,61631,1970,USA,ASIL
ASIA ELECTRONICS HOLDING CO,04516K10,04516K104,65475,1972,USA,AEHZ
ASIAN-AMERICAN INTL,04516Q10,04516Q101,11159,1974,USA,3VICM.
ASANTE SOLUTIONS INC -REDH,04342B10,04342B104,22635,1941,USA,PUMP.2
ASPEN LEAF INC,04529910,045299104,13595,1986,USA,3TREE
ASSERTIO HOLDINGS INC,04546C10,04546C106,65944,1994,USA,ASRT
ASD GROUP INC,01881H20,01881H203,64753,1961,USA,ADGJ
ASK GROUP INC,00190310,001903103,1054,1975,USA,ASKI
ASPEN MARINE GROUP INC,04530J30,04530J307,17401,1987,USA,AMAG.2
ASKMENOW INC,04518810,045188109,150644,1977,USA,AKMN
ASSET ACCEPTANCE CAPITL CP,04543P10,04543P100,157058,1995,USA,AACC
ASSET CAPITAL CORP INC -REDH,04544C20,04544C207,165163,1996,USA,ACCI
