conm,cusip,cusip9digit,gvkey,id1,loc,ticker
ACCESS ANYTIME BANCORP INC,00431F10,00431F105,16855,192,USA,AABC
ACCEPTANCE INSURANCE COS INC,00430810,004308102,8173,191,USA,AICIQ
ACCESS SOLUTIONS INTL INC,00431710,004317103,63788,201,USA,ASIC.
ACCESS PLANS USA INC,00433N10,00433N106,129632,199,USA,AUSA
ACCESS HEALTHNET INC,00431530,004315305,25142,196,USA,3AHNT
ACCENT OPTICAL TECH INC-REDH,00430N99,00430N992,264671,189,USA,AXNT
ACCELRYS INC,00430U10,00430U103,61656,187,USA,ACCL
ACCELPATH INC,00433U20,00433U209,106422,186,USA,ACLP
ACCLARENT INC -REDH,00499Z92,00499Z928,180230,207,USA,0505B
ACCREDITED HOME LENDERS HLDG,00437P10,00437P107,150024,213,USA,LEND.1
ACCPAC INTERNATIONAL -REDH,00435410,004354106,152009,212,USA,3ACPC.1
ACCORD NETWORKS LTD,M0169010,M01690102,137410,211,USA,ACCD.1
ACCUFACTS PRE-EMPLOYMENT SCR,00437U10,00437U106,111931,216,USA,APES
ACCOLADE INC -REDH,00499H93,00499H936,36263,209,USA,ACCD
ACCESSPOINT CORP,00432T10,00432T104,119293,205,USA,ASAP
ACCESS WORLDWIDE CMMNCTNS,00431910,004319109,66454,203,USA,AWWC
ACCESS TO MONEY INC,00434A10,00434A103,24792,202,USA,3AEMI
ACELITY HOLDINGS INC -REDH,00499O93,00499O931,14555,228,USA,9566B
ACF INDUSTRIES HOLDING CORP,00099V00,00099V004,1010,232,USA,4165A
ACCUSHARES SPOT CBOE VIX UP,00439V77,00439V771,24001,224,USA,VXUP
ACCUSHARES SPOT CBOE VIX DWN,00439V76,00439V763,23998,223,USA,VXDN
ACCURO HEALTHCARE INC-REDH,00439N10,00439N100,179412,222,USA,ACCU.1
ACCUGRAPH CORP  -CL A,00438E30,00438E309,14056,217,USA,ACCUF
ACM GOVT SECURITIES,00091410,000914101,14683,242,USA,GSF.1
ACM MANAGED MULTI-MKT TR INC,00092810,000928101,20207,247,USA,MMF.1
ACM MANAGED DLR INCOME FD,00094910,000949107,29048,245,USA,ADF.1
ACM GVT SPECTRUM FUND,00091710,000917104,14778,244,USA,SI.2
ACM MUN SEC INCOME FUND INC,00094210,000942102,28175,248,USA,AMU.1
ACM MANAGED INCOME FUND,00091910,000919100,15366,246,USA,AMF
ACM GVT OPPORTUNITY FD,00091810,000918102,15365,243,USA,AOF.1
ACMAT CORP  -CL A,00461620,004616207,1097,250,USA,ACMTA
ACME INTERMEDIATE HLDG LLC,00470193,004701934,126895,253,USA,9827B
ACME-CLEVELAND CORP,00462610,004626107,1098,258,USA,AMT.1
ACQUA GROUP INC,00492640,004926408,23498,266,USA,3ACQGE
ACT CLEAN TECHNOLOGIES INC,00089J10,00089J102,63106,275,USA,ACLH
ACS ENTERPRISES INC,00087230,000872309,1011,273,USA,ACSE
ACRODYNE COMMUNICATIONS INC,00500E10,00500E104,31520,272,USA,ACRO
ACQUIRERS FUND ETF (THE),26922A26,26922A263,35214,267,USA,ZIG
ACORN HOLDING CORP -OLD,00498X94,00498X940,17216,264,USA,0183B
ACT INTERNATIONAL INC,00099X93,00099X935,151000,277,USA,0367B
ACTION PERFORMANCE COS INC,00493310,004933107,28182,285,USA,ATN.2
ACTION AUTO RENTAL,00491010,004910105,13778,284,USA,3AXXN
ACTIVECARE INC,00505730,005057302,184227,292,USA,ACARQ
ACTRADE FINL TECHNOLGIES LTD,00507P10,00507P102,22843,297,USA,ACRTQ
ACTIVEWORLDS CORP  -OLD,00599X93,00599X930,109931,293,USA,AWLD.1
ACTIVE HEALTH FOODS INC,00505130,005051305,187742,287,USA,AHFD
ACTIVE LINK COMMUNICATIONS,00505W10,00505W109,14414,288,USA,ACVE
ACTION STAFFING INC,00491410,004914107,14052,286,USA,8236B
ACUITY IMAGING INC,00508110,005081104,1896,303,USA,ACUT
ACUITY CIMATRIX INC,77107430,771074309,9191,302,USA,RVSIQ
ADAMS NATURAL RESOURCES FUND,00548F10,00548F105,14753,315,USA,PEO
ADAMS RESPIRATORY THERAPTCS,00635P10,00635P107,163628,318,USA,ARXT
ADAPTIVE BROADBAND CORP.,00650M10,00650M104,2625,321,USA,ADAP.1
ADAMS OUTDOOR ADVERTSG  -LP,00634893,006348932,64771,316,USA,3185B
ADAMS DIVERSIFIED EQUITY FD,00621210,006212104,1119,313,USA,ADX
ADAL GROUP INC,00547310,005473103,13537,310,USA,ADGR
ADACORP INC,00531520,005315205,1116,309,USA,ADAI20
ADDISON-DAVIS DIAGNOSTICS,00653320,006533202,105851,326,USA,ADSD
ADCO TECHNOLOGIES INC,00088510,000885103,31526,324,USA,ADCO.1
ADELANTE SHS RE COMPOSITE,75610270,756102703,178447,334,USA,ACB.1
ADELANTE SHS RE CLASSICS ETF,75610230,756102307,178446,333,USA,ACK.1
ADELANTE SHARES RE GRWTH ETF,75610210,756102109,178448,331,USA,AGV
ADE CORP/MA,00089C10,00089C107,61427,330,USA,ADEX
ADELANTE SHARES RE KINGS ETF,75610240,756102406,178449,332,USA,AKB
ADERIS PHARMACEUTICALS INC,00686M10,00686M102,146736,342,USA,ADPX.
ADELPHIA COMMUN  -CL A,00684810,006848105,12484,339,USA,ADELQ
ADELANTE SHS RE YIELD PLUS,75610250,756102505,178450,337,USA,ATY.3
ADELANTE SHS RE VALUE ETF,75610220,756102208,178452,336,USA,AVU.2
ADELANTE SHS RE SHELTER ETF,75610260,756102604,178451,335,USA,AQS.1
ADDSCO INDUSTRIES INC,00088710,000887109,1014,327,USA,3ADDS
ADEXA INC,00686P10,00686P105,140906,345,USA,ADXA
ADFITECH INC,00687B10,00687B105,184541,347,USA,ADFT
ADFORCE INC,00686710,006867105,120313,349,USA,ADFC
ADIRONDACK TRUST CO,00701410,007014103,17222,355,USA,ADKT
ADOBE RESOURCES CORP,00724010,007240104,6934,364,USA,ADB.1
ADMIRALTY BANCORP INC,00723110,007231103,114648,361,USA,AAAB.
ADMAR GROUP INC,00709330,007093305,13171,360,USA,ADMR.
ADJUSTABLE RATE MBS TRUST,00703310,007033103,164118,357,USA,ADJ.Z
ADITX THERAPEUTICS INC -REDH,00799G93,00799G935,35958,356,USA,ADTX
ADS TACTICAL INC  -REDH,00101D10,00101D109,186452,368,USA,ADSI
ADV COMMUNICATION SYSTEM INC,00750X10,00750X109,64996,377,USA,ACSC
ADTEC INC,00738C10,00738C102,13087,373,USA,8705B
ADSTAR INC,00737P10,00737P104,124934,369,USA,ADST
ADV INHALATION THERAPYS-REDH,M0182P10,M0182P100,26095,378,USA,AITP
ADV TECHNICAL PRODUCTS INC,00754810,007548100,6841,381,USA,ATPX
ADV MACHINE VISION CORP-CL A,00753B10,00753B104,25004,379,USA,AMVC
ADVA INTERNATIONAL INC,00100W10,00100W108,13909,382,USA,ADII
ADVANCE FINANCIAL BANCORP,00743710,007437106,64546,388,USA,AFBC
ADV NEUROMODULATION SYS INC,00757T10,00757T101,8872,380,USA,ANSI
ADVANCED BIOHEALING  -REDH,00752T10,00752T106,186609,394,USA,ABHB
ADVANCED DETECTORS INC,00797710,007977101,13485,398,USA,3ADETE
ADVANCED DEPOSITION TECH INC,00752110,007521107,28828,397,USA,ADTC
ADVANCED COMPUTER TECHNIQUES,00751810,007518103,1141,396,USA,AVCD
ADVANCED BATTERY TECH INC,00752H10,00752H102,2831,393,USA,ABAT
ADVANCED DIGITAL INFO CORP,00752510,007525108,63644,399,USA,ADIC
ADVANCED ACCESSORY HLDGS CP,00799Y93,00799Y936,145984,391,USA,0769B
ADVANCE CIRCUITS INC,00738310,007383102,1137,386,USA,ADVC.
ADVANCE AMER CASH ADVANCE CT,00739W10,00739W107,161067,384,USA,AEA
ADVACARE INC,00738B10,00738B104,24875,383,USA,AVCR
ADVANCED FIBRE COMM INC,00754A10,00754A105,63678,406,USA,AFCI
ADVANCED INTERVENTIONAL SYS,00795410,007954100,24654,408,USA,LAIS
ADVANCED FINANCIAL,00753J30,00753J305,24328,407,USA,3AVFI.
ADVANCED ENVIR RECYCL  -CL A,00794710,007947104,20036,405,USA,AERT
ADVANCED LIFE SCIENCE HLDGS,00765H30,00765H305,163919,409,USA,ADLS
ADVANCED ENGINE TECHNOLOGIES,00758C10,00758C107,66124,404,USA,AENG
ADVANCED MAMMOGRAPHY SYS INC,00753Q10,00753Q101,27621,412,USA,MAMOC
ADVANCED LIGHTING TECH INC,00753C10,00753C102,61690,410,USA,3ADLTQ
ADVANCED MONITORING SYS INC,00791010,007910102,1163,417,USA,3ADNME
ADVANCED PROTEOME THERAPETCS,00762820,007628209,26761,424,USA,APTCF
ADVANCED PROMOTION TECH INC,00795210,007952104,24217,423,USA,APTV.1
ADVANCED POWER TECHNOL INC,00761E10,00761E108,138602,422,USA,APTI.2
ADVANCED ORTHOPEDIC TECH INC,00754F30,00754F302,24963,419,USA,AOTI
ADVANCED OPTICS ELECTRONICS,00754V10,00754V109,66123,418,USA,ADOT
ADVANCED PHOTONIX INC  -CL A,00754E10,00754E107,23616,421,USA,API
ADVANTA CORP  -CL B,00794220,007942204,12108,438,USA,ADVBQ
ADVANTAGE COS INC/DE,00756E10,00756E105,3227,441,USA,ADVG
ADVANTAGE ADVISORS MULTI SEC,00763F10,00763F103,161045,439,USA,XAMSX
ADVANCED TISSUE SCI  -CL A,00755F10,00755F103,14836,430,USA,ATISZ
ADVANCED TELECOMMUNICATIONS,00792310,007923105,1171,429,USA,ATEL.1
ADVANCED SYSTEMS INTL INC,00757P10,00757P109,66322,428,USA,ADSN
ADVANCED SWITCHING COMM INC,00757V10,00757V106,140441,427,USA,ASCX
ADVANCED SURGICAL INC,00754R10,00754R108,28687,426,USA,ASUR.1
ADVANCED RECYCLING SCIENCES,00762C10,00762C101,31417,425,USA,ARYC.
ADVANT-E CORP,00761J20,00761J206,61273,445,USA,ADVC
ADVANTAGE SOLUTION-REDH,61999C93,61999C934,31803,444,USA,ADV
ADVANTAGE PAYROLL SVCS -REDH,00763Q10,00763Q109,147850,443,USA,APAY
ADVANTAGE HEALTH CORP,00755P10,00755P101,24927,442,USA,ADHC.
ADVERTISING.COM INC-REDH,00763D10,00763D108,266314,453,USA,ADCM
ADVISORSHARES DENT TACT ETF,00768Y10,00768Y107,183557,457,USA,DENT
ADVISORSHARES ACTIV BEAR ETF,00768Y88,00768Y883,186324,456,USA,HDGE
ADVISORSHARES INTL GOLD ETF,00768Y69,00768Y693,19780,464,USA,GLDE
ADVISORSHARES FOLIOBEYOND SM,00768Y83,00768Y834,187482,460,USA,FWDB
ADVISORSHARES GLOBAL ECHO,00768Y77,00768Y776,7498,463,USA,GIVE
ADVISORSHARES GARTMN GLD/YEN,00768Y68,00768Y685,19781,462,USA,GYEN
ADVISORSHARES GARTMAN GLD/BP,00768Y67,00768Y677,19783,461,USA,GGBP
ADVISORSHARES DOUBLELI VA EQ,00768Y81,00768Y818,189758,458,USA,DBLV
ADVISORSHARES FOCUSED EQUITY,00768Y56,00768Y560,28163,459,USA,CWS
ADVENT/CLAYMORE ENCD GRWTH,00765E10,00765E104,162858,452,USA,LCM
ADVENT TECHNOLOGIES INC,00755B20,00755B201,13478,451,USA,AVTI.1
ADVENT CONVERTIBL AND INC FD,00764C10,00764C109,153773,449,USA,AVK
ADVENT CLAYMORE CV SEC&IN II,00763910,007639107,177532,448,USA,AGC
ADVISORSHARES NEWFLEET MULTI,00768Y72,00768Y727,17554,470,USA,MINC
ADVISORSHARES MEIDELL TC ADV,00768Y82,00768Y826,187528,468,USA,MATH
ADVISORSHARES MADRONA INTL,00768Y84,00768Y842,187481,467,USA,FWDI
ADVISORSHARES MADRONA DOMSTC,00768Y85,00768Y859,187480,466,USA,FWDD
ADVISORSHARES MRGN CRK GBL,00768Y80,00768Y800,185787,469,USA,GTAA
ADVISORSHARES QAM EQUITY HDG,00768Y75,00768Y750,13655,474,USA,QEH
ADVISORSHARES YIELDPRO ETF,00768Y64,00768Y644,19928,478,USA,YPRO
ADVISORSHARES STAR GLB BYWRT,00768Y76,00768Y768,14507,476,USA,VEGA
ADVISORSHARES SAGE CORE RSRV,00768Y65,00768Y651,19542,475,USA,HOLD
ADVISORSHARES PRING TURN BUS,00768Y73,00768Y735,16762,472,USA,DBIZ
ADVISORSHARES VICE ETF,00768Y54,00768Y545,32820,477,USA,ACT
ADVISORSHARES NT & MEDIA ETF,00768Y55,00768Y552,33329,471,USA,FNG
ADVISORSHARES PURE CNBS ETF,00768Y49,00768Y495,35107,473,USA,YOLO
ADVISORSHR DRSY WGT MRCP ETF,00768Y53,00768Y537,33790,479,USA,DWMC
ADVISORSHS CORNERSTONE SM CP,00768Y58,00768Y586,27659,484,USA,SCAP
ADVISORSHS ATHENA INTL BEAR,00768Y71,00768Y719,18374,483,USA,HDGI
ADVISORSHS ACCUVEST GLBL ETF,00768Y40,00768Y404,185216,482,USA,AGLS
ADVISORSHRS MKT ADPTV UNCNST,00768Y63,00768Y636,21072,481,USA,MAUI
ADVISORSHS TR ATHENA HI DIV,00768Y62,00768Y628,21275,486,USA,DIVI
ADVISORSHR DRSY WRGT SHR ETF,00768Y52,00768Y529,33788,480,USA,DWSH
AEL INDUSTRIES  -CL A,00103010,001030105,1017,502,USA,AELNA
AEGIS IDENTITY SOFTWR -REDH,00773Q10,00773Q107,27683,498,USA,AIDM
AEGIS CONSUMER FDG GROUP INC,00760G10,00760G104,31682,497,USA,ACAR.
AEGEA INC -OLD,00799N93,00799N930,18425,493,USA,AEGA.1
AEARO TECHNOLOGIES INC -REDH,00199T93,00199T933,166357,491,USA,AER.4
ADVNTAGE INSURANCE INC -REDH,00779P70,00779P707,32747,488,USA,AVI
AEOLUS PHARMACEUTICALS INC,00765G10,00765G109,61980,504,USA,AOLS
AERO SYSTEMS INC,00769810,007698103,1155,517,USA,AESM
AFFILIATED BANKSHARES COLO,00818210,008182107,1178,541,USA,AFBK.
AFA PROTECTIVE SYSTEMS INC,00103810,001038108,1019,539,USA,AFAP
AF OCEAN INVESTMENT MGMT CO,00107N10,00107N101,187436,538,USA,AFAN
AEW REAL ESTATE INCOME FUND,00104H10,00104H107,151608,537,USA,RIF.1
AETERNA ZENTARIS INC,00797540,007975402,63562,532,USA,AEZS
AFFILIATED NEWSPAPERS INVST,00825R10,00825R103,62986,545,USA,9480B
AFFINION GROUP INC,00828D00,00828D002,165164,550,USA,0167A
AFFINION GROUP HOLDINGS INC,00829420,008294209,178540,549,USA,AFGR
AFFINIA GROUP INTRMDT HLDGS,00899T00,00899T001,163124,548,USA,0156A
AFFINIA GROUP HLDGS INC-REDH,00999Z93,00999Z931,185162,547,USA,AFN
AFG HOLDINGS INC -REDH,00832C10,00832C107,33599,559,USA,AFGL
AFFIRMATIVE INS HOLDINGS INC,00827210,008272106,160181,556,USA,AFFMQ
AFFINITY WRLD LDRS EQTY ETF,90214Q10,90214Q105,32892,555,USA,WLDR
AFFINITY TECHNOLOGY GRP INC,00826M10,00826M103,62702,554,USA,AFFI
AFFINITY INTL TRAVEL SYS,00826F10,00826F108,107816,553,USA,AFFT.1
AFFINITY GAMING LLC,42799Y93,42799Y938,147571,551,USA,0215B
AFFILIATED PUBNS,00826210,008262107,1181,546,USA,AFP.1
AG CHEM EQUIPMENT INC,00836310,008363103,22360,566,USA,AGCH
AFSALA BANCORP INC,00106110,001061100,63929,563,USA,AFED
AG&E HOLDINGS INC,00108M10,00108M102,11361,569,USA,AGNUQ
AGFEED INDUSTRIES INC,00846L10,00846L101,165832,580,USA,FEEDQ
AGFIQ GLOBAL INFRA ETF,00110G60,00110G606,35239,582,USA,GLIF
AGFIQ DYNAMIC HDGD US EQ ETF,00110G50,00110G507,35238,581,USA,USHG
AGES HEALTH SERVICES INC,00130710,001307107,29380,578,USA,AHSI
AGENT INFORMATION SOFTWR INC,00847D10,00847D108,1874,575,USA,AIFS
AGENCY.COM LTD,00844710,008447104,126694,574,USA,ACOM.2
AGA MEDICAL HOLDINGS INC,00836810,008368102,180279,570,USA,AGAM
AFN INC,00105720,001057207,13581,561,USA,3AMFNE
AGFIQ US MKT NEUTRAL MOMENTM,00110G10,00110G101,188755,587,USA,MOM
AGP & CO INC,00123020,001230200,21256,597,USA,3AGPC
AGRAQUEST INC,00849E10,00849E104,144808,598,USA,AGRQ
AGJUNCTION INC,00847V10,00847V108,105950,594,USA,AJXGF
AGFIQ US MARKET NEUTRL VALUE,00110G20,00110G200,189464,586,USA,CHEP
AGFIQ US MARKET NEUTRAL SIZE,00110G30,00110G309,188756,585,USA,SIZ
AGFIQ US MARKET NEUTRAL ANTI,00110G40,00110G408,189466,584,USA,BTAL
AGFIQ HEDGED DIV INCOME FUND,00110G88,00110G887,22874,583,USA,DIVA
AGRITECH WORLDWIDE INC,00856P10,00856P109,123434,605,USA,FBER
AGRIPOST INC,00854310,008543100,21123,604,USA,AGPT
AGRIDYNE TECHNOLOGIES INC,00853T10,00853T104,24928,603,USA,AGRI.
AHPC HOLDINGS INC,00130310,001303106,14886,613,USA,GLOV
AHMANSON (H F) & CO,00867710,008677106,1194,612,USA,AHM.1
AIM EASTERN EUROPE FUND,00141J10,00141J108,21148,621,USA,GTF.1
AILEEN INC,00887810,008878100,1197,619,USA,AEENQ
AI POWERED INTRNTNL EQTY ETF,26922A46,26922A461,33622,617,USA,AIIQ
AIFS INC,00136693,001366939,12147,618,USA,6805C
AI POWERED EQUITY ETF,26924G81,26924G813,32576,616,USA,AIEQ
AI DOCUMENT SERVICES INC,00136N10,00136N106,181520,615,USA,AIDC
AHI HEALTHCARE SYSTEMS INC,00129010,001290105,61363,610,USA,AHIS
AGRI DYNAMICS INC,00849520,008495202,1190,600,USA,AGDY
AIM SELECT R E INCOME FUND,00888R10,00888R107,148871,623,USA,RRE
AIM TELEPHONES INC,00142310,001423102,1028,625,USA,7547B
AIM STRATEGIC INCOME FUND,00142G10,00142G103,15461,624,USA,AST.1
AINA LE'A INC -REDH,00901P10,00901P104,13186,628,USA,AIZY
AIMSI TECHNOLOGIES INC,00142610,001426105,146413,627,USA,AIMT.1
AIR PACKAGING TECHNOLOGY INC,00891320,008913204,26592,634,USA,AIRP
AIRGUIDE INC,00936W10,00936W108,2540,647,USA,3AGDC
AIRLEASE LTD  -LP,00936610,009366105,13514,648,USA,AIRL
AIRCOA HOTEL PARTNRS  -LP-A,00929310,009293101,13589,643,USA,AHT.1
AIRBEE WIRELESS INC,00925310,009253105,157233,639,USA,ABEW
AIR WATER INTERNATIONAL CORP,00922910,009229105,66048,638,USA,AWTI
AIR L A INC,00912520,009125204,22846,631,USA,3AILA
AIR EXPRESS INTERNATIONAL CP,00910410,009104100,1203,629,USA,AEIC
AIRONET WIRELESS COMM,00943A10,00943A107,122156,651,USA,AIRO.
AIRSHARES EU CARBON ALWNC FD,00950G10,00950G104,182079,652,USA,ASO
AIRTECH INTERNATIONAL GROUP,00950F20,00950F205,21667,654,USA,AIRG.1
AIRTRAX INC,00892010,008920100,125994,658,USA,AITX.1
AKELA PHARMA INC,00972X20,00972X200,20877,669,USA,AKLPF
AKCEA THERAPEUTICS INC,00972L10,00972L107,32046,667,USA,AKCA
AJL PEPS TRUST  -ADR,00971010,009710104,61549,663,USA,AJP
AIRTOUCH COMMUNICATIONS-OLD,00949T10,00949T100,29318,656,USA,ATI.1
ALAS INTL HOLDINGS INC-OLD,01199E93,01199E934,113667,694,USA,VDSC.1
ALARIS MEDICAL SYSTEMS INC,01163710,011637105,15315,691,USA,AMI.2
ALANTEC CORP,01163010,011630100,29686,690,USA,ALTC
ALADDIN GAMING HOLDINGS LLC,01071493,010714939,114917,683,USA,9937B
ALACER GOLD CORP,01067910,010679108,156214,682,USA,ALIAF
ALABAMA NATL BANCORPORATION,01031710,010317105,31062,680,USA,ALAB
AKRION INC-REDH,00972Y10,00972Y109,162012,676,USA,AKRI
ALBEMARLE FIRST BANK,01268410,012684106,124735,707,USA,AFBK
ALBERTSON'S INC,01310410,013104104,1240,710,USA,ABS.1
ALC COMMUNICATIONS INC,00157530,001575307,1311,714,USA,ALC.2
ALBION BANC CORP,01328910,013289103,28639,712,USA,ALBC
ALBINA COMMUNITY BANCORP,01328810,013288105,65005,711,USA,ACBCQ
ALBERTSONS COS INC  -REDH,01309110,013091103,25645,709,USA,ABS
ALBA-WALDENSIAN INC,01204110,012041109,1235,705,USA,AWS.1
ALBANY MOLECULAR RESH INC,01242310,012423109,118081,704,USA,AMRI
ALASKA POWER & TELEPHONE CO,01176420,011764206,29839,701,USA,APTL
ALASKA PACIFIC BANCSHARS INC,01175710,011757101,121853,700,USA,3AKPB
ALCON INC- OLD,H0130110,H01301102,147449,722,USA,ACL.2
ALCOHOL SENSORS INTL LTD,01387610,013876107,62373,721,USA,ASIL.
ALDEN PRESS CO,01429210,014292106,25664,725,USA,ALDN.
ALDAGEN INC -REDH,01408L10,01408L109,180042,723,USA,ALDH
ALDEROX INC,01434910,014349104,11070,727,USA,AROX
ALERT CENTRE INC,01446T10,01446T106,29498,735,USA,ALT.3
ALEXZA PHARMACTCLS INC,01538420,015384209,166414,744,USA,ALXA
ALEXANDER & ALEXANDER,01447610,014476105,1253,738,USA,AAL.1
ALEX BROWN INC,01390210,013902101,12261,737,USA,AB.3
ALDUS CORP,01443210,014432108,13420,731,USA,ALDC
ALION SCIENCE AND TECHNOLOGY,01627510,016275109,162796,758,USA,0712B
ALIMCO FINANCIAL CORP,01626K20,01626K206,29323,756,USA,ALMC
ALIGN-RITE INTERNATIONAL INC,01625110,016251100,61046,755,USA,MASK
ALIGHT INC - REDH,01626N10,01626N101,34961,753,USA,ALIT
