conm,cusip,cusip9digit,gvkey,id1,loc,ticker
ACF INDUSTRIES HOLDING CORP,00099V00,00099V004,1010,232,USA,4165A
ACG HOLDINGS INC,02599Y94,02599Y942,128718,233,USA,9891B
ACM GVT OPPORTUNITY FD,00091810,000918102,15365,243,USA,AOF.1
ACM MANAGED DLR INCOME FD,00094910,000949107,29048,245,USA,ADF.1
ACM GVT SPECTRUM FUND,00091710,000917104,14778,244,USA,SI.2
ACME INTERMEDIATE HOLDING LLC,00470193,004701934,126895,253,USA,9827B
ACME TELEVISION LLC,00481293,004812939,148729,256,USA,0326B
ACM MANAGED MULTI-MKT TR INC,00092810,000928101,20207,247,USA,MMF.1
ACIES CORP,00450720,004507208,149939,238,USA,ACIE
ACM GOVT SECURITIES,00091410,000914101,14683,242,USA,GSF.1
ACQUA GROUP INC,00492640,004926408,23498,266,USA,3ACQGE
ACQUIRERS FUND ETF (THE),26922A26,26922A263,35214,267,USA,ZIG
ACS ENTERPRISES INC,00087230,000872309,1011,273,USA,ACSE
ACRO BIOMEDICAL CO LTD,00489210,004892105,27584,271,USA,ACBM
ACME-CLEVELAND CORP,00462610,004626107,1098,258,USA,AMT.1
ACTIVE HEALTH FOODS INC,00505130,005051305,187742,287,USA,AHFD
ACTION STAFFING INC,00491410,004914107,14052,286,USA,8236B
ACTION AUTO RENTAL,00491010,004910105,13778,284,USA,3AXXN
ACT II GLOBAL ACQ CORP,G0080J10,G0080J104,35053,276,USA,ACTT
ACUITY CIMATRIX INC,77107430,771074309,9191,302,USA,RVSIQ
ACTRADE FINL TECHNOLGIES LTD,00507P10,00507P102,22843,297,USA,ACRTQ
ACUITY IMAGING INC,00508110,005081104,1896,303,USA,ACUT
ADAMS RESPIRATORY THERAPTCS,00635P10,00635P107,163628,318,USA,ARXT
ADAMS OUTDOOR ADVERTSG  -LP,00634893,006348932,64771,316,USA,3185B
ADCO TECHNOLOGIES INC,00088510,000885103,31526,324,USA,ADCO.1
ADACORP INC,00531520,005315205,1116,309,USA,ADAI20
ADDSCO INDUSTRIES INC,00088710,000887109,1014,327,USA,3ADDS
ADELANTE SHS RE YIELD PLUS,75610250,756102505,178450,337,USA,ATY.3
ADELANTE SHS RE SHELTER ETF,75610260,756102604,178451,335,USA,AQS.1
ADELANTE SHS RE CLASSICS ETF,75610230,756102307,178446,333,USA,ACK.1
ADELANTE SHARES RE GRWTH ETF,75610210,756102109,178448,331,USA,AGV
ADELANTE SHARES RE KINGS ETF,75610240,756102406,178449,332,USA,AKB
ADELANTE SHS RE VALUE ETF,75610220,756102208,178452,336,USA,AVU.2
ADERIS PHARMACEUTICALS INC,00686M10,00686M102,146736,342,USA,ADPX.
ADFITECH INC,00687B10,00687B105,184541,347,USA,ADFT
ADEXA INC,00686P10,00686P105,140906,345,USA,ADXA
ADE CORP/MA,00089C10,00089C107,61427,330,USA,ADEX
ADFORCE INC,00686710,006867105,120313,349,USA,ADFC
ADELANTE SHS RE COMPOSITE,75610270,756102703,178447,334,USA,ACB.1
ADIENCE INC,00499Z93,00499Z936,21444,353,USA,6497B
ADOBE RESOURCES CORP,00724010,007240104,6934,364,USA,ADB.1
ADJUSTABLE RATE MBS TRUST,00703310,007033103,164118,357,USA,ADJ.Z
ADITX THERAPEUTICS INC -REDH,00799G93,00799G935,35958,356,USA,ADTX
ADS TACTICAL INC  -REDH,00101D10,00101D109,186452,368,USA,ADSI
ADIRONDACK TRUST CO,00701410,007014103,17222,355,USA,ADKT
ADV INHALATION THERAPYS-REDH,M0182P10,M0182P100,26095,378,USA,AITP
ADVACARE INC,00738B10,00738B104,24875,383,USA,AVCR
ADVANCE AMER CASH ADVANCE CT,00739W10,00739W107,161067,384,USA,AEA
ADVANCE CIRCUITS INC,00738310,007383102,1137,386,USA,ADVC.
ADVANCED BIOMEDICAL TECH INC,00752M10,00752M101,182960,395,USA,ABMT
ADVANCE STORES CO INC,00751K93,00751K932,147567,390,USA,0211B
ADVANCED BIOHEALING  -REDH,00752T10,00752T106,186609,394,USA,ABHB
ADVANCED INTERVENTIONAL SYS,00795410,007954100,24654,408,USA,LAIS
ADTEC INC,00738C10,00738C102,13087,373,USA,8705B
ADVANCED ACCESSORY HOLDINGS CP,00799Y93,00799Y936,145984,391,USA,0769B
ADVANCED OXYGEN TECHNOLOGY,00754B30,00754B301,1718,420,USA,AOXY
ADVANCED MONITORING SYS INC,00791010,007910102,1163,417,USA,3ADNME
ADVANCED PROMOTION TECH INC,00795210,007952104,24217,423,USA,APTV.1
ADVANCED PROTEOME THERAPETCS,00762820,007628209,26761,424,USA,APTCF
ADVANCED SURGICAL INC,00754R10,00754R108,28687,426,USA,ASUR.1
ADVANCED COMPUTER TECHNIQUES,00751810,007518103,1141,396,USA,AVCD
ADVANCED TOBACCO PRODUCTS,00755G10,00755G101,12591,431,USA,3AVTH.
ADVANCED VOICE RECOGNITION,00767C10,00767C106,177190,433,USA,AVOI
ADVANCED TELECOMMUNICATIONS,00792310,007923105,1171,429,USA,ATEL.1
ADVANSTAR COMMUNICATIONS INC,00799Q00,00799Q008,145976,437,USA,0078A
ADVANTAGE HEALTH CORP,00755P10,00755P101,24927,442,USA,ADHC.
ADVANTAGE PAYROLL SVCS -REDH,00763Q10,00763Q109,147850,443,USA,APAY
ADVANTA CORP  -CL B,00794220,007942204,12108,438,USA,ADVBQ
ADVANTAGE ADVISORS MULTI SEC,00763F10,00763F103,161045,439,USA,XAMSX
ADVENT/CLAYMORE ENCD GRWTH,00765E10,00765E104,162858,452,USA,LCM
ADVENT CLAYMORE CV SEC&IN II,00763910,007639107,177532,448,USA,AGC
ADVISORSHARES ACTIV BEAR ETF,00768Y88,00768Y883,186324,456,USA,HDGE
ADVERTISING.COM INC-REDH,00763D10,00763D108,266314,453,USA,ADCM
ADVANTAGE SOLUTION-REDH,61999C93,61999C934,31803,444,USA,ADV
ADVISORSHARES DENT TACT ETF,00768Y10,00768Y107,183557,457,USA,DENT
ADVISORSHARES DOUBLELI VA EQ,00768Y81,00768Y818,189758,458,USA,DBLV
ADVENT TECHNOLOGIES INC,00755B20,00755B201,13478,451,USA,AVTI.1
ADVISORSHARES FOLIOBEYOND SM,00768Y83,00768Y834,187482,460,USA,FWDB
ADVISORSHARES GLOBAL ECHO,00768Y77,00768Y776,7498,463,USA,GIVE
ADVISORSHARES FOCUSED EQUITY,00768Y56,00768Y560,28163,459,USA,CWS
ADVISORSHARES MEIDELL TC ADV,00768Y82,00768Y826,187528,468,USA,MATH
ADVISORSHARES MADRONA DOMSTC,00768Y85,00768Y859,187480,466,USA,FWDD
ADVISORSHARES GARTMAN GLD/BP,00768Y67,00768Y677,19783,461,USA,GGBP
ADVISORSHARES GARTMN GLD/YEN,00768Y68,00768Y685,19781,462,USA,GYEN
ADVISORSHARES NEWFLEET MULTI,00768Y72,00768Y727,17554,470,USA,MINC
ADVISORSHARES INTL GOLD ETF,00768Y69,00768Y693,19780,464,USA,GLDE
ADVISORSHARES MADRONA INTL,00768Y84,00768Y842,187481,467,USA,FWDI
ADVISORSHARES NT & MEDIA ETF,00768Y55,00768Y552,33329,471,USA,FNG
ADVISORSHARES MRGN CRK GBL,00768Y80,00768Y800,185787,469,USA,GTAA
ADVISORSHARES PURE CNBS ETF,00768Y49,00768Y495,35107,473,USA,YOLO
ADVISORSHARES PRING TURN BUS,00768Y73,00768Y735,16762,472,USA,DBIZ
ADVISORSHARES SAGE CORE RSRV,00768Y65,00768Y651,19542,475,USA,HOLD
ADVISORSHARES STAR GLB BYWRT,00768Y76,00768Y768,14507,476,USA,VEGA
ADVISORSHARES QAM EQUITY HDG,00768Y75,00768Y750,13655,474,USA,QEH
ADVISORSHR DRSY WRGT SHR ETF,00768Y52,00768Y529,33788,480,USA,DWSH
ADVISORSHRS MKT ADPTV UNCNST,00768Y63,00768Y636,21072,481,USA,MAUI
ADVNTAGE INSURANCE INC -REDH,00779P70,00779P707,32747,488,USA,AVI
ADVISORSHS CORNERSTONE SM CP,00768Y58,00768Y586,27659,484,USA,SCAP
AEARO TECHNOLOGIES INC -REDH,00199T93,00199T933,166357,491,USA,AER.4
ADVISORSHS GARTMAN GOLD/EURO,00768Y66,00768Y669,19782,485,USA,GEUR
AEARO CORP,00759510,007595101,146133,490,USA,0162B
ADVISORSHS ACCUVEST GLBL ETF,00768Y40,00768Y404,185216,482,USA,AGLS
ADVISORSHARES VICE ETF,00768Y54,00768Y545,32820,477,USA,ACT
ADVISORSHARES YIELDPRO ETF,00768Y64,00768Y644,19928,478,USA,YPRO
ADVISORSHR DRSY WGT MRCP ETF,00768Y53,00768Y537,33790,479,USA,DWMC
ADVISORSHS TR ATHENA HI DIV,00768Y62,00768Y628,21275,486,USA,DIVI
ADVISORSHS ATHENA INTL BEAR,00768Y71,00768Y719,18374,483,USA,HDGI
AEP TEXAS CENTRAL CO,02553700,025537002,2862,508,USA,AEP11
AEP GENERATING CO,00199Y00,00199Y007,14088,506,USA,AEP10
AERO SYSTEMS INC,00769810,007698103,1155,517,USA,AESM
AEP TEXAS NORTH CO,0010ER00,0010ER005,11380,509,USA,AEP14
AEGIS IDENTITY SOFTWR -REDH,00773Q10,00773Q107,27683,498,USA,AIDM
AETNA INDUSTRIES INC,00812193,008121931,117881,535,USA,9699B
AETERNA ZENTARIS INC,00797540,007975402,63562,532,USA,AEZS
AF OCEAN INVESTMENT MGMT CO,00107N10,00107N101,187436,538,USA,AFAN
AFFILIATED NEWSPAPERS INVST,00825R10,00825R103,62986,545,USA,9480B
AFFILIATED PUBNS,00826210,008262107,1181,546,USA,AFP.1
AFFINITY GROUP HOLDING INC,00899U00,00899U008,125294,552,USA,0077A
AFFINIA GROUP HOLDINGS INC-REDH,00999Z93,00999Z931,185162,547,USA,AFN
AFFILIATED BANKSHARES COLO,00818210,008182107,1178,541,USA,AFBK.
AFN INC,00105720,001057207,13581,561,USA,3AMFNE
AFG HOLDINGS INC -REDH,00832C10,00832C107,33599,559,USA,AFGL
AFFINIA GROUP INTRMDT HOLDINGS,00899T00,00899T001,163124,548,USA,0156A
AFFINITY INTL TRAVEL SYS,00826F10,00826F108,107816,553,USA,AFFT.1
AFFINITY WORLD LDRS EQTY ETF,90214Q10,90214Q105,32892,555,USA,WLDR
AGENT INFORMATION SOFTWR INC,00847D10,00847D108,1874,575,USA,AIFS
AGFIQ GLOBAL INFRA ETF,00110G60,00110G606,35239,582,USA,GLIF
AGFIQ US MARKET NEUTRAL SIZE,00110G30,00110G309,188756,585,USA,SIZ
AGES HEALTH SERVICES INC,00130710,001307107,29380,578,USA,AHSI
AGFIQ HEDGED DIV INCOME FUND,00110G88,00110G887,22874,583,USA,DIVA
AGFIQ US MARKET NEUTRAL ANTI,00110G40,00110G408,189466,584,USA,BTAL
AGFIQ DYNAMIC HDGD US EQ ETF,00110G50,00110G507,35238,581,USA,USHG
AFA PROTECTIVE SYSTEMS INC,00103810,001038108,1019,539,USA,AFAP
AGFIQ US MARKET NEUTRL VALUE,00110G20,00110G200,189464,586,USA,CHEP
AGJUNCTION INC,00847V10,00847V108,105950,594,USA,AJXGF
AGP & CO INC,00123020,001230200,21256,597,USA,3AGPC
AGRAQUEST INC,00849E10,00849E104,144808,598,USA,AGRQ
AGRI DYNAMICS INC,00849520,008495202,1190,600,USA,AGDY
AGRIPOST INC,00854310,008543100,21123,604,USA,AGPT
AGRIDYNE TECHNOLOGIES INC,00853T10,00853T104,24928,603,USA,AGRI.
AI POWERED EQUITY ETF,26924G81,26924G813,32576,616,USA,AIEQ
AI DOCUMENT SERVICES INC,00136N10,00136N106,181520,615,USA,AIDC
AILEEN INC,00887810,008878100,1197,619,USA,AEENQ
AI POWERED INTRNTNL EQTY ETF,26922A46,26922A461,33622,617,USA,AIIQ
AGFIQ US MKT NEUTRAL MOMENTM,00110G10,00110G101,188755,587,USA,MOM
AIFS INC,00136693,001366939,12147,618,USA,6805C
AGWAY INC,00866210,008662108,1193,609,USA,1900B
AIM TELEPHONES INC,00142310,001423102,1028,625,USA,7547B
AIRBORNE WIRELESS NETWORK,00928L30,00928L300,21283,641,USA,ABWN
AIRCOA HOTEL PARTNRS  -LP-A,00929310,009293101,13589,643,USA,AHT.1
AIR PACKAGING TECHNOLOGY INC,00891320,008913204,26592,634,USA,AIRP
AIMSI TECHNOLOGIES INC,00142610,001426105,146413,627,USA,AIMT.1
AIR L A INC,00912520,009125204,22846,631,USA,3AILA
AHI HEALTHCARE SYSTEMS INC,00129010,001290105,61363,610,USA,AHIS
AIRGUIDE INC,00936W10,00936W108,2540,647,USA,3AGDC
AINA LE'A INC -REDH,00901P10,00901P104,13186,628,USA,AIZY
AIRSHARES EU CARBON ALLOWANCES FD,00950G10,00950G104,182079,652,USA,ASO
AIRONET WIRELESS COMM,00943A10,00943A107,122156,651,USA,AIRO.
AIRXCEL INC,00999U00,00999U007,145974,661,USA,0076A
AKELA PHARMA INC,00972X20,00972X200,20877,669,USA,AKLPF
AKI HOLDING CORP,00154N00,00154N004,128399,673,USA,0068A
AJL PEPS TRUST  -ADR,00971010,009710104,61549,663,USA,AJP
ALAMO ENERGY CORP,01129510,011295102,184044,685,USA,ALME
ALACER GOLD CORP,01067910,010679108,156214,682,USA,ALIAF
ALADDIN GAMING HOLDINGS LLC,01071493,010714939,114917,683,USA,9937B
ALABAMA GAS CORP,01028400,010284008,1224,679,USA,EGN1
AKRION INC-REDH,00972Y10,00972Y109,162012,676,USA,AKRI
ALANTEC CORP,01163010,011630100,29686,690,USA,ALTC
ALASKA AIRLINES INC,01166200,011662004,28897,696,USA,ALK1
ALASKA POWER & TELEPHONE CO,01176420,011764206,29839,701,USA,APTL
ALASKA PACIFIC BANCSHARS INC,01175710,011757101,121853,700,USA,3AKPB
ALBANY MOLECULAR RESH INC,01242310,012423109,118081,704,USA,AMRI
ALASKA NORTHWEST PROPERTIES,01175020,011750205,1233,699,USA,3ANWP
ALAS INTL HOLDINGS INC-OLD,01199E93,01199E934,113667,694,USA,VDSC.1
ALC COMMUNICATIONS INC,00157530,001575307,1311,714,USA,ALC.2
ALCOA INTERNATIONAL HOLDINGS,01381900,013819008,14963,720,USA,AA1
ALDAGEN INC -REDH,01408L10,01408L109,180042,723,USA,ALDH
ALCON INC- OLD,H0130110,H01301102,147449,722,USA,ACL.2
ALDEN PRESS CO,01429210,014292106,25664,725,USA,ALDN.
ALDEN ELECTRONICS INC,01408610,014086102,1250,724,USA,ADNE
ALBINA COMMUNITY BANCORP,01328810,013288105,65005,711,USA,ACBCQ
ALBEMARLE FIRST BANK,01268410,012684106,124735,707,USA,AFBK
ALBERTSONS COS INC  -REDH,01309110,013091103,25645,709,USA,ABS
ALEXZA PHARMACTCLS INC,01538420,015384209,166414,744,USA,ALXA
ALERIS CORP,01447510,014475107,13712,734,USA,6685B
ALIBRIS INC-REDH,01609T10,01609T109,264267,750,USA,ALBR
ALERT CENTRE INC,01446T10,01446T106,29498,735,USA,ALT.3
ALGOREX CORP,01586710,015867104,1264,747,USA,3ALGD
ALDUS CORP,01443210,014432108,13420,731,USA,ALDC
ALIEN TECHNOLOGY CORP -REDH,01625U10,01625U106,174309,752,USA,RFID.
ALIGHT INC - REDH,01626N10,01626N101,34961,753,USA,ALIT
ALIMCO FINANCIAL CORP,01626K20,01626K206,29323,756,USA,ALMC
ALION SCIENCE AND TECHNOLOGY,01627510,016275109,162796,758,USA,0712B
ALFORD REFRIGERATED WHSES,01542P10,01542P107,123134,746,USA,ALFO
ALL STAR GAS CORP,01693X93,01693X933,12061,769,USA,6033C
ALL MARKETING SOLUTIONS INC,01663C10,01663C109,15492,768,USA,PTPF
ALL AMERN FOOD GROUP INC,01643530,016435307,64133,767,USA,AAFGQ
ALL STATE PROPERTIES HOLDINGS,01666320,016663205,1272,770,USA,ATPT
ALKAME HOLDINGS INC,01643J10,01643J109,18397,761,USA,ALKM
ALLEGHENY ENERGY SUPPLY CO LLC,01736300,017363003,156416,782,USA,AYE5
ALLEGHENY & WESTERN ENERGY,01722710,017227109,11702,779,USA,ALGH
ALLECO INC,01678393,016783938,1277,777,USA,5566C
ALLEGHENY GENERATING CO,01736400,017364001,14436,783,USA,AYE4
ALLBRITTON COMMUNICATIONS CO,01699W00,01699W004,114612,774,USA,0069A
ALLDIGITAL HOLDINGS INC,01677T10,01677T106,187764,776,USA,ADGL
ALLEGIANCE BANCORP INC,01747F10,01747F102,19061,787,USA,ALLG.
ALLEGHENY VALLEY BANCORP INC,01742710,017427105,28267,786,USA,AVLY
ALLEN ORGAN CO  -CL B,01775310,017753104,1283,797,USA,AORGB
ALLEGRO MICROSYSTEMS-REDH,01748910,017489105,179434,796,USA,ALGM
ALLIANCE BANCORP OF PA,01890A10,01890A108,31576,811,USA,ALLB
ALLERCARE INC,01848810,018488106,20069,800,USA,ALLR.2
ALLERION INC,01849X10,01849X100,10826,805,USA,3AERI
ALLIANCE MEDICAL CORP,01899X93,01899X935,145081,825,USA,ALMC.1
ALLIANCE HOLDINGS GP LP,01861G10,01861G100,166363,822,USA,AHGP
ALLIANCE ALL-MKT ADVANTGE FD,01852M10,01852M108,30876,808,USA,AMO.2
ALLFIRST FINANCIAL INC,01853C00,01853C000,4715,807,USA,AIB1
ALLIANCE LAUNDRY SYSTEMS LLC,01899Z00,01899Z005,145973,823,USA,0070A
ALLIANCE DATA SYS -PRO FORMA,01899Q93,01899Q930,22441,815,USA,ADS.P
ALLERGAN LIGAND RETND THERAP,01849P10,01849P107,61952,802,USA,ALRI
ALLIANT COMPUTER SYSTEMS CP,01880010,018800102,12872,838,USA,3ALCS
ALLIANCEBERNSTEIN LP,01899V93,01899V939,16051,836,USA,8622B
ALLIANCE NEW EUROPE FUND INC,01871310,018713107,21157,827,USA,ANE.2
ALLIANCE WORLD DLR GOVT FD,01879610,018796102,25897,832,USA,AWG
ALLIANCE NORTHWEST INDUSTRIES INC,01871610,018716100,1286,829,USA,3ALNI
ALLIED BANK CAPITAL INC,01887110,018871103,25513,850,USA,ABCI.2
ALLIED AMERICAN STEEL CORP,01884710,018847103,181870,849,USA,AAST
ALLIED CAPITAL COML CORP,01902910,019029107,25448,853,USA,ALCC.1
ALLIED CLINICAL LABS,01907610,019076108,22850,858,USA,ACLB
ALLICO CORPORATION,01883610,018836106,8083,848,USA,3ALCP
ALLMERICA PPTY &CASUALTY COS,01975T10,01975T105,14826,878,USA,APY.1
ALLOU HEALTHCARE INC,01978210,019782101,15848,882,USA,ALUHQ
ALLIED STORES,01951900,019519008,1301,871,USA,9174A
ALLTEL NEW YORK INC,01999X00,01999X009,1335,894,USA,AT4
ALLOY COMPUTER PRODUCTS INC,01984710,019847102,12359,883,USA,AYCP
ALLSCRIPTS HLTHCR SOLTNS-OLD,01999Y93,01999Y932,122255,886,USA,MDRX.
ALLTEL PENNSYLVANIA INC,01999Y00,01999Y007,1336,895,USA,AT2
ALLSTATE LIFE INSURANCE CO,02099B00,02099B004,263562,890,USA,0184A
ALON BRANDS INC-REDH,02099U93,02099U937,181784,902,USA,ABO
ALLTEL FLORIDA INC,02099Y00,02099Y004,12315,892,USA,AT6
ALMACS SUPERMARKETS INC,02199X93,02199X930,28901,898,USA,8391B
ALLTEL ILLINOIS INC,02099Z00,02099Z001,1337,893,USA,AT1
ALON USA PARTNERS LP,02052T10,02052T109,15235,904,USA,ALDW
ALPHA ARCHI INTL QNT MTM ETF,02072L30,02072L300,26716,907,USA,IMOM
ALLSTATE LIFE INSUR CO/NY,02099X00,02099X006,63735,889,USA,9626A
ALPHA ARCHIT US QNT VAL ETF,02072L10,02072L102,22023,910,USA,QVAL
ALPHA ARCHI INTL QNT VAL ETF,02072L20,02072L201,22488,908,USA,IVAL
ALPHA ARCHIT US QNT MTM ETF,02072L40,02072L409,26577,909,USA,QMOM
ALPHA NETWORK ALLIANCE VNTRS,02077H10,02077H106,17392,917,USA,ANAV
ALPHAMARK ACTIVELY MGD SM CP,26922A83,26922A834,23663,925,USA,SMCP
ALPHA ENERGY INC,02073X10,02073X105,27594,914,USA,APHE
ALPINE MEADOWS TAHOE INC,02083910,020839106,19960,935,USA,PDRR
ALPHA ARCHITECT VLU MMNT,02072L50,02072L508,31197,911,USA,VMOT
ALPHACLONE ALTERNATIVE ALPHA,26922A30,26922A305,10470,922,USA,ALFA
ALPS ALERIAN MLP ETF,00162Q45,00162Q452,185447,938,USA,AMLP
ALPHACLONE INTERNATIONAL ETF,26922A81,26922A818,26489,923,USA,ALFI
ALPS CLEAN ENERGY ETF,00162Q46,00162Q460,33748,940,USA,ACES
ALPS BARRON'S 400 ETF,00162Q72,00162Q726,18097,939,USA,BFOR
ALPHASMART INC,02081F10,02081F104,156619,928,USA,ALSM
ALPS ALERIAN ENERGY INFRASTR,00162Q67,00162Q676,19060,937,USA,ENFR
ALPS DISRUPTIVE TECHNLG ETF,00162Q47,00162Q478,32890,941,USA,DTEC
ALPHA ARCTH 100 EMG MKTS ETF,02072L60,02072L607,35240,912,USA,FRDM
ALPS EMERG SECTOR DIV DOGS,00162Q66,00162Q668,20098,942,USA,EDOG
ALPS ETF VLCTYSHRS RUS SELCT,00162Q83,00162Q833,17683,947,USA,RUDR
